"Sample.ID","NCBI.accession","Sample.collection.date","Host.species","Region","Province","Municipality","Barangay","Location","source","corrected_date","decimal_date"
"RV/R5.PHL/2008/TRa-073","AB563889","2008","Canis lupus familiaris","Region5","Sorsogon",NA,NA,"Region5, Sorsogon","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-074","AB563890","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-075","AB563891","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-076","AB563892","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-077","AB563893","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-078","AB563894","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-079","AB563895","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-080","AB563896","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-081","AB563897","2008","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-082","AB563898","2008","Canis lupus familiaris","Region 7","Cebu",NA,NA,"Region 7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-083","AB563899","2008","Canis lupus familiaris","Region 7","Negros Oriental",NA,NA,"Region 7, Negros Oriental","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-085","AB563900","2008","-","Valencia",NA,NA,NA,"Valencia","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-086","AB563901","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-087","AB563902","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-088","AB563903","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-089","AB563904","2008","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-090","AB563905","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-091","AB563906","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-092","AB563907","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-093","AB563908","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R1.PHL/2008/TRa-094","AB563909","2008","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-095","AB563910","2008","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-096","AB563911","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-097","AB563912","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-098","AB563913","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-099","AB563914","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-100","AB563915","2008","Canis lupus familiaris","Region7","cebu",NA,NA,"Region7, cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-101","AB563916","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-102","AB563917","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R7.PHL/2008/TRa-103","AB563918","2008","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-104","AB563919","2008","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-107","AB563920","2008","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-108","AB563921","2008","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2009/TRa-109","AB563922","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-110","AB563923","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2008/TRa-111","AB563924","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2008/TRa-112","AB563925","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2009/TRa-113","AB563926","2009","Canis lupus familiaris","Region3","Zambales",NA,NA,"Region3, Zambales","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-114","AB563927","2009","Canis lupus familiaris","Region3","Zambales",NA,NA,"Region3, Zambales","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-115","AB563928","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-116","AB563929","2009","Canis lupus familiaris","Region3","Zambales",NA,NA,"Region3, Zambales","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-117","AB563930","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-118","AB563931","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2008/TRa-119","AB563932","2008","Canis lupus familiaris","Region 3","Zambales",NA,NA,"Region 3, Zambales","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-120","AB563933","2008","Canis lupus familiaris","Region5","Catanduanes",NA,NA,"Region5, Catanduanes","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-121","AB563934","2008","Canis lupus familiaris","Region5","Camarines Sur",NA,NA,"Region5, Camarines Sur","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-122","AB563935","2008","Canis lupus familiaris","Region 5","Albay",NA,NA,"Region 5, Albay","rabv-glue",2008-01-01,2008
"RV/R5.PHL/2008/TRa-123","AB563936","2008","Canis lupus familiaris","Region5","Catanduanes",NA,NA,"Region5, Catanduanes","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2009/TRa-127","AB563937","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-128","AB563938","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-129","AB563939","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-130","AB563940","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-131","AB563941","2009","Canis lupus familiaris","Region 3","Pampanga",NA,NA,"Region 3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-133","AB563942","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-134","AB563943","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-135","AB563944","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-136","AB563945","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R2.PHL/2009/TRa-142","AB563946","2009","Canis lupus familiaris","Region2","Cagayan",NA,NA,"Region2, Cagayan","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-143","AB563947","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-144","AB563948","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-145","AB563949","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-147","AB563950","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-150","AB563951","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-151","AB563952","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-153","AB563953","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-154","AB563954","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-157","AB563955","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-159","AB563956","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-161","AB563957","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-164","AB563958","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-165","AB563959","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-166","AB563960","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-167","AB563961","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-168","AB563962","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-170","AB563963","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-172","AB563964","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-173","AB563965","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-176","AB563966","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-177","AB563967","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-178","AB563968","2009","Canis lupus familiaris","Region7","Cebu",NA,NA,"Region7, Cebu","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-183","AB563969","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-191","AB563970","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-196","AB563971","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-197","AB563972","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-198","AB563973","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-199","AB563974","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-200","AB563975","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-201","AB563976","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-202","AB563977","2009","Canis lupus familiaris","Region3","Zambales",NA,NA,"Region3, Zambales","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-204","AB563978","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-205","AB563979","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R3.PHL/2009/TRa-206","AB563980","2009","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-208","AB563981","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-209","AB563982","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-210","AB563983","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-213","AB563984","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-214","AB563985","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-215","AB563986","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-216","AB563987","2009","Canis lupus familiaris","Region1","Launion",NA,NA,"Region1, Launion","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-218","AB563988","2009","Canis lupus familiaris","Region1","Launion",NA,NA,"Region1, Launion","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-219","AB563989","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-220","AB563990","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-221","AB563991","2009","Canis lupus familiaris","Region1","Pangasinan",NA,NA,"Region1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-222","AB563992","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-224","AB563993","2009","Canis lupus familiaris","CAR","ifugao",NA,NA,"CAR, ifugao","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-225","AB563994","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-226","AB563995","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-227","AB563996","2009","Canis lupus familiaris","Region5","Albay",NA,NA,"Region5, Albay","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-229","AB563997","2009","Canis lupus familiaris","Region5","Catanduanes",NA,NA,"Region5, Catanduanes","rabv-glue",2009-01-01,2009
"RV/R5.PHL/2009/TRa-231","AB563998","2009","Canis lupus familiaris","Region5","Camarines Norte",NA,NA,"Region5, Camarines Norte","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-233","AB563999","2009","Canis lupus familiaris","Region1","Ilocos Sur",NA,NA,"Region1, Ilocos Sur","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-234","AB564000","2009","-","Bontoc",NA,NA,NA,"Bontoc","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-235","AB564001","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-236","AB564002","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-237","AB564003","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-238","AB564004","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-239","AB564005","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-240","AB564006","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R7.PHL/2009/TRa-241","AB564007","2009","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-242","AB564008","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-243","AB564009","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-244","AB564010","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-246","AB564011","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-248","AB564012","2008","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2009/TRa-249","AB564013","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-250","AB564014","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-251","AB564015","2009","Canis lupus familiaris","Region10","Lanao del Norte",NA,NA,"Region10, Lanao del Norte","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-252","AB564016","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-253","AB564017","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-254","AB564018","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-255","AB564019","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/NCR.PHL/2004/Z-04-522","AB683584","2004","Canis lupus familiaris","NCR","Metro Manila",NA,NA,"NCR, Metro Manila","rabv-glue",2004-01-01,2004
"RV/R3.PHL/2008/TRa-017","AB683585","2008","Canis lupus familiaris","Region3","Pampanga",NA,NA,"Region3, Pampanga","rabv-glue",2008-01-01,2008
"RV/R3.PHL/2009/TRa-132","AB683586","2009","Canis lupus familiaris","Region3","Nueva Ecija",NA,NA,"Region3, Nueva Ecija","rabv-glue",2009-01-01,2009
"RV/R4A.PHL/2004/Z-04-470","AB683587","2004","Canis lupus familiaris","Region4A","Laguna",NA,NA,"Region4A, Laguna","rabv-glue",2004-01-01,2004
"RV/R7.PHL/2008/TRa-084","AB683588","2008","Canis lupus familiaris","Region7","Negros Oriental",NA,NA,"Region7, Negros Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2009/TRa-184","AB683589","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-186","AB683590","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-189","AB683591","2009","Canis lupus familiaris","Region10","Misamis Oriental",NA,NA,"Region10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-198","AB683592","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-199","AB683593","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/CAR.PHL/2009/TRa-200","AB683594","2009","Canis lupus familiaris","CAR","Mountain Province",NA,NA,"CAR, Mountain Province","rabv-glue",2009-01-01,2009
"RV/NCR.PHL/2005/Z-05-009","AB683595","2005","Canis lupus familiaris","NCR","Metro Manila",NA,NA,"NCR, Metro Manila","rabv-glue",2005-01-01,2005
"RV/NCR.PHL/2005/Z-05-285","AB683596","2005","Canis lupus familiaris","NCR","Metro Manila",NA,NA,"NCR, Metro Manila","rabv-glue",2005-01-01,2005
"RV/NCR.PHL/2005/Z-05-466","AB683597","2005","Canis lupus familiaris","NCR","Metro Manila",NA,NA,"NCR, Metro Manila","rabv-glue",2005-01-01,2005
"RV/R1.PHL/2009/TRa-151","AB683598","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-153","AB683599","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-154","AB683600","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-156","AB683601","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-157","AB683602","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-159","AB683603","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-161","AB683604","2009","Canis lupus familiaris","Region 1","Pangasinan",NA,NA,"Region 1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-214","AB683605","2009","Canis lupus familiaris","R1","Pangasinan",NA,NA,"R1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-219","AB683606","2009","Canis lupus familiaris","R1","Pangasinan",NA,NA,"R1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-220","AB683607","2009","Canis lupus familiaris","R1","Pangasinan",NA,NA,"R1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R1.PHL/2009/TRa-221","AB683608","2009","Canis lupus familiaris","R1","Pangasinan",NA,NA,"R1, Pangasinan","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2008/TRa-024","AB683609","2008","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-055","AB683610","2008","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-058","AB683611","2008","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-104","AB683612","2008","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2008/TRa-107","AB683613","2008","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2008-01-01,2008
"RV/R10.PHL/2009/TRa-109","AB683614","2009","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R10.PHL/2009/TRa-191","AB683615","2009","Canis lupus familiaris","Region 10","Misamis Oriental",NA,NA,"Region 10, Misamis Oriental","rabv-glue",2009-01-01,2009
"RV/R2.PHL/2009/TRa-142","AB683616","2009","Canis lupus familiaris","Region 2","Cagayan",NA,NA,"Region 2, Cagayan","rabv-glue",2009-01-01,2009
