id_case,id_progen,links,t_diff_median_days,dist_diff_meters,prob,scenario
2,,1000,,,1,32
3,1,998,6,1180.64156956358,0.998,32
5,,382,,,0.382,32
6,4,632,38,2653.73950044571,0.632,32
7,5,821,17,660.394147293745,0.821,32
15,5,733,18,660.391255727043,0.733,32
10,2,822,29,2270.89754517402,0.822,32
13,3,425,40,911.556163716181,0.425,32
16,10,849,21,1060.69378839173,0.849,32
20,23,711,10,996.485127455558,0.711,32
18,16,691,17,2464.18523530949,0.691,32
22,16,429,28,946.417512750777,0.429,32
28,20,405,20,2505.87362850859,0.405,32
33,20,362,25,835.861455064898,0.362,32
31,17,361,23,4725.55906061474,0.361,32
39,35,403,9,2237.43936046462,0.403,32
38,34,345,14,3987.23453725835,0.345,32
42,,1000,,,1,32
43,42,1000,8,5439.42116694494,1,32
44,40,393,23,5364.89688378289,0.393,32
48,41,560,58,1926.24552339849,0.56,32
59,53,560,8,5670.94437963355,0.56,32
56,,702,,,0.702,32
58,56,799,30,7934.41058147811,0.799,32
62,,1000,,,1,32
61,62,1000,8,1684.45656179275,1,32
63,,813,,,0.813,32
65,63,960,18,6960.08059631074,0.96,32
46,14,465,7,645.152804028353,0.465,32
1,,1000,,,1,32
29,,779,,,0.779,32
40,37,421,25,1889.75952060619,0.421,32
41,37,309,23,7956.94270524421,0.309,32
53,48,782,30,2045.31003930468,0.782,32
75,3,368,24,4683.41588535616,0.368,32
23,13,586,13,2478.70433898669,0.586,32
17,15,301,33,551.312970332584,0.301,32
35,34,512,2,1220.02905651857,0.512,32
34,14,571,65,1251.74396239291,0.571,32
14,,896,,,0.896,32
45,,992,,,0.992,32
21,,969,,,0.969,32
30,17,402,40,1168.03560900636,0.402,32
37,21,985,30,2265.29039711928,0.985,32
