Sample.ID,,Region,Province,year,country,assignment,NCBI.accession,Sample.collection.date,Host.species,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak
RV/R3.PHL/2009/TRa-133,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563942,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-134,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB563943,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-135,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563944,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-136,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB563945,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-201,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB563976,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-202,,Central Luzon,Zambales,2009,Philippines,SEA4,AB563977,2009,Canis lupus familiaris,NA,NA,"Region3, Zambales",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-204,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563978,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-205,,Central Luzon,Nueva Ecija,2009,Philippines,SEA4,AB563979,2009,Canis lupus familiaris,NA,NA,"Region3, Nueva Ecija",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2009/TRa-206,,Central Luzon,Pampanga,2009,Philippines,SEA4,AB563980,2009,Canis lupus familiaris,NA,NA,"Region3, Pampanga",rabv-glue,01/01/2009,2009,Other
RV/R3.PHL/2012/TRa-302,,Ilocos Region,Tarlac,2012,Philippines,SEA4,LC018482,2012,Canis lupus familiaris,NA,NA,"III, Tarlac",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-303,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018483,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-305,,Ilocos Region,Pampanga,2012,Philippines,SEA4,LC018484,2012,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-306,,Ilocos Region,Nueva Ecija,2012,Philippines,SEA4,LC018485,2012,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-307,,Ilocos Region,Tarlac,2012,Philippines,SEA4,LC018486,2012,Canis lupus familiaris,NA,NA,"III, Tarlac",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-308,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018487,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-309,,Ilocos Region,Tarlac,2012,Philippines,SEA4,LC018488,2012,Canis lupus familiaris,NA,NA,"III, Tarlac",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-310,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018489,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-311,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018490,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-312,,Ilocos Region,Nueva Ecija,2012,Philippines,SEA4,LC018491,2012,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-313,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018492,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-314,,Ilocos Region,Tarlac,2012,Philippines,SEA4,LC018493,2012,Canis lupus familiaris,NA,NA,"III, Tarlac",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-315,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018494,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-317,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018495,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2012/TRa-318,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018496,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2013/TRa-313,,Ilocos Region,Bulacan,2012,Philippines,SEA4,LC018596,2012,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2012,2012,Other
RV/R3.PHL/2013/TRa-346,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018508,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-347,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018509,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-348,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018510,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-349,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018511,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-350,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018512,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-351,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018513,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-352,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018514,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-353,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018515,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-354,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018516,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-441,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018558,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-442,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018559,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-443,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018560,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-444,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018561,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-445,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018562,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-446,,Ilocos Region,Tarlac,2013,Philippines,SEA4,LC018563,2013,Canis lupus familiaris,NA,NA,"III, Tarlac",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-447,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018564,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-448,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018565,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-449,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018566,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-450,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018567,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-451,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018568,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-452,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018569,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-453,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018570,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-454,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018571,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-455,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018572,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-456,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018573,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-457,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018574,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-458,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018575,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-459,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018576,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-460,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018577,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-461,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018578,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-462,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018579,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-463,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC018580,2013,Canis lupus familiaris,NA,NA,"III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-464,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC018581,2013,Canis lupus familiaris,NA,NA,"III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-465,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018582,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-466,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC018583,2013,Canis lupus familiaris,NA,NA,"III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-509,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068917,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-533,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068919,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-534,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068920,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-535,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068921,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-536,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068922,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-537,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068923,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-538,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068924,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-540,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068925,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-541,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC068926,2013,Canis lupus familiaris,NA,NA,"Region III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-542,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068927,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-543,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068928,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-544,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068929,2013,Felis catus,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-545,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068930,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-547,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068931,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-548,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068932,2013,Canis lupus familiaris,NA,NA,"Region I, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-549,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068933,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-550,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068934,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-551,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068935,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-552,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068936,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-554,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068937,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-556,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068938,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-557,,Ilocos Region,Bulacan,2013,Philippines,SEA4,LC068939,2013,Canis lupus familiaris,NA,NA,"Region III, Bulacan",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-581,,Ilocos Region,Tarlac,2013,Philippines,SEA4,LC068944,2013,Canis lupus familiaris,NA,NA,"Region III, Tarlac",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-582,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068945,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-583,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068946,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-584,,Ilocos Region,Nueva Ecija,2013,Philippines,SEA4,LC068947,2013,Canis lupus familiaris,NA,NA,"Region III, Nueva Ecija",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-586,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068948,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-587,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068949,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-588,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068950,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R3.PHL/2013/TRa-589,,Ilocos Region,Pampanga,2013,Philippines,SEA4,LC068951,2013,Canis lupus familiaris,NA,NA,"Region III, Pampanga",rabv-glue,01/01/2013,2013,Other
RV/R4A.PHL/2004/Z-04-042,,Calabarzon,Cavite,2004,Philippines,SEA4,AB563791,2004,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-211,,Calabarzon,Laguna,2004,Philippines,SEA4,AB563792,2004,Canis lupus familiaris,NA,NA,"Region 4A, Laguna",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-389,,Calabarzon,Cavite,2004,Philippines,SEA4,AB563793,2004,Canis lupus familiaris,NA,NA,"Region 4A, Cavite",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-401,,Calabarzon,Rizal,2004,Philippines,SEA4,AB563794,2004,Canis lupus familiaris,NA,NA,"Region4A, Rizal",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-420,,Calabarzon,Cavite,2004,Philippines,SEA4,AB563795,2004,Canis lupus familiaris,NA,NA,"Region 4A, Cavite",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-470,,Calabarzon,Laguna,2004,Philippines,SEA4,AB683587,2004,Canis lupus familiaris,NA,NA,"Region4A, Laguna",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2004/Z-04-480,,Calabarzon,Laguna,2004,Philippines,SEA4,AB563797,2004,Canis lupus familiaris,NA,NA,"Region4A, Laguna",rabv-glue,01/01/2004,2004,Other
RV/R4A.PHL/2005/Z-05-012,,Calabarzon,Laguna,2005,Philippines,SEA4,AB563801,2005,Canis lupus familiaris,NA,NA,"R4A, Laguna",rabv-glue,01/01/2005,2005,Other
RV/R4A.PHL/2005/Z-05-017,,Calabarzon,Cavite,2005,Philippines,SEA4,AB563802,2005,Canis lupus familiaris,NA,NA,"R4A, Cavite",rabv-glue,01/01/2005,2005,Other
RV/R4A.PHL/2005/Z-05-123,,Calabarzon,Laguna,2005,Philippines,SEA4,AB563804,2005,Canis lupus familiaris,NA,NA,"R4A, Laguna",rabv-glue,01/01/2005,2005,Other
RV/R4A.PHL/2006/Z-06-039,,Calabarzon,Batangas,2006,Philippines,SEA4,AB563818,2006,Canis lupus familiaris,NA,NA,"R4A, Batangas",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-163,,Calabarzon,Laguna,2006,Philippines,SEA4,AB563819,2006,Canis lupus familiaris,NA,NA,"Region4A, Laguna",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-197,,Calabarzon,Batangas,2006,Philippines,SEA4,AB563820,2006,Canis lupus familiaris,NA,NA,"Region4A, Batangas",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-222,,Calabarzon,Cavite,2006,Philippines,SEA4,AB563822,2006,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-231,,Calabarzon,Cavite,2006,Philippines,SEA4,AB563823,2006,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-342,,Calabarzon,Laguna,2006,Philippines,SEA4,AB563824,2006,Canis lupus familiaris,NA,NA,"Region4A, Laguna",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-345,,Calabarzon,Batangas,2006,Philippines,SEA4,AB563825,2006,Canis lupus familiaris,NA,NA,"R4A, Batangas",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-348,,Calabarzon,Cavite,2006,Philippines,SEA4,AB563826,2006,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-357,,Calabarzon,Batangas,2006,Philippines,SEA4,AB563827,2006,Canis lupus familiaris,NA,NA,"Region4A, Batangas",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-361,,Calabarzon,Laguna,2006,Philippines,SEA4,AB563828,2006,Canis lupus familiaris,NA,NA,"Region4A, Laguna",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-362,,Calabarzon,Batangas,2006,Philippines,SEA4,AB563829,2006,Canis lupus familiaris,NA,NA,"Region4A, Batangas",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2006/Z-06-365,,Calabarzon,Cavite,2006,Philippines,SEA4,AB563830,2006,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2006,2006,Other
RV/R4A.PHL/2007/Z-07-189,,Calabarzon,Cavite,2007,Philippines,SEA4,AB563832,2007,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2007/Z-07-243,,Calabarzon,Cavite,2007,Philippines,SEA4,AB563833,2007,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2007/Z-07-252,,Calabarzon,Quezon,2007,Philippines,SEA4,AB563834,2007,Canis lupus familiaris,NA,NA,"R4A, Quezon",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2007/Z-07-307,,Calabarzon,Cavite,2007,Philippines,SEA4,AB563835,2007,Canis lupus familiaris,NA,NA,"R4A, Cavite",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2007/Z-07-317,,Calabarzon,Cavite,2007,Philippines,SEA4,AB563836,2007,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2007/Z-07-330,,Calabarzon,Cavite,2007,Philippines,SEA4,AB563837,2007,Canis lupus familiaris,NA,NA,"Region4A, Cavite",rabv-glue,01/01/2007,2007,Other
RV/R4A.PHL/2011/TRa-393,,Calabarzon,Laguna,2011,Philippines,SEA4,LC018536,2011,Canis lupus familiaris,NA,NA,"IV-A, Laguna",rabv-glue,01/01/2011,2011,Other
RV/R4A.PHL/2012/TRa-398,,Calabarzon,Quezon,2012,Philippines,SEA4,LC018540,2012,Canis lupus familiaris,NA,NA,"IV-A, Quezon",rabv-glue,01/01/2012,2012,Other
RV/R4A.PHL/2012/TRa-401,,Calabarzon,Batangas,2012,Philippines,SEA4,LC018542,2012,Canis lupus familiaris,NA,NA,"IV-A, Batangas",rabv-glue,01/01/2012,2012,Other
RV/R4A.PHL/2012/TRa-404,,Calabarzon,Batangas,2012,Philippines,SEA4,LC018544,2012,Canis lupus familiaris,NA,NA,"IV-A, Batangas",rabv-glue,01/01/2012,2012,Other
RV/R4A.PHL/2013/TRa-485,,Bicol Region,Batangas,2013,Philippines,SEA4,LC068916,2013,Canis lupus familiaris,NA,NA,"Region IV, Batangas",rabv-glue,01/01/2013,2013,Other
RV/R4B.PHL/2006/Z-06-197,,Calabarzon,Batangas,2006,Philippines,SEA4,AB698023,2006,Canis lupus familiaris,NA,NA,"Region 4A, Batangas",rabv-glue,01/01/2006,2006,Other
Z-13-216,,Southwestern Tagalog Region,Occidental Mindoro,2014,Philippines,SEA4,NA,25/10/2013,Canis familiaris,NA,Bgy. 2,Mamburao,this paper,10/25/13,2013.813699,Occidental Mindoro
Z-17-57,,Southwestern Tagalog Region,Occidental Mindoro,2017,Philippines,SEA4,NA,29/03/2017,Canis familiaris,NA,Magbag,San Jose,this paper,3/29/17,2017.238356,Occidental Mindoro
4B-2422,,Southwestern Tagalog Region,Occidental Mindoro,2022,Philippines,SEA4,NA,04/02/2022,Canis familiaris,NA,Concepcion,Calintaan,this paper,04/02/2022,2022.249315,Occidental Mindoro_new
RV/R4B.PHL/2006/Z-06-203,,Southwestern Tagalog Region,Oriental Mindoro,2006,Philippines,SEA4,AB563821,2006,Canis lupus familiaris,NA,NA,"Region4B, Oriental Mindoro",rabv-glue,01/01/2006,2006,Oriental Mindoro
RV/R4B.PHL/2006/Z-06-408,,Southwestern Tagalog Region,Oriental Mindoro,2006,Philippines,SEA4,AB563831,2006,Canis lupus familiaris,NA,NA,"R4B, Oriental Mindoro",rabv-glue,01/01/2006,2006,Oriental Mindoro
4B-21-29,,Southwestern Tagalog Region,Oriental Mindoro,2022,Philippines,SEA4,NA,09/02/2021,Canis familiaris,NA,San Narciso,Victoria,this paper,09/02/2021,2021.668493,Oriental Mindoro_new
4B-21-35,,Southwestern Tagalog Region,Oriental Mindoro,2021,Philippines,SEA4,NA,05/03/2021,Canis familiaris,NA,Tabinay,Puerto Galera,this paper,05/03/2021,2021.334247,Oriental Mindoro_new
4B-21-310,,Southwestern Tagalog Region,Oriental Mindoro,2022,Philippines,SEA4,NA,10/03/2021,Canis familiaris,NA,Tabinay,Puerto Galera,this paper,10/03/2021,2021.753425,Oriental Mindoro_new
RV/R5.PHL/2008/TRa-005,,Bicol Region,Albay,2008,Philippines,SEA4,AB563839,2008,Canis lupus familiaris,NA,NA,"Region5, Albay",rabv-glue,01/01/2008,2008,Other
RV/R5.PHL/2008/TRa-031,,Bicol Region,Albay,2008,Philippines,SEA4,AB563858,2008,Canis lupus familiaris,NA,NA,"Region5, Albay",rabv-glue,01/01/2008,2008,Other
RV/R5.PHL/2008/TRa-032,,Bicol Region,Albay,2008,Philippines,SEA4,AB563859,2008,Canis lupus familiaris,NA,NA,"Region5, Albay",rabv-glue,01/01/2008,2008,Other
